fecha,casos,departamento,cantidad
2021-08-17,indice_de_positividad,la paz,61
2021-08-17,indice_de_positividad,oruro,28
2021-08-17,indice_de_positividad,pando,26
2021-08-17,indice_de_positividad,potosi,28
2021-08-17,indice_de_positividad,santa cruz,20
2021-08-17,indice_de_positividad,tarija,31
2021-08-17,indice_de_positividad_promedio,beni,30
2021-08-17,indice_de_positividad_promedio,chuquisaca,24
2021-08-17,indice_de_positividad_promedio,cochabamba,20
2021-08-17,indice_de_positividad_promedio,la paz,20
2021-08-17,indice_de_positividad_promedio,oruro,28
2021-08-17,indice_de_positividad_promedio,pando,28
2021-08-17,indice_de_positividad_promedio,potosi,28
2021-08-17,indice_de_positividad_promedio,santa cruz,26
2021-08-17,indice_de_positividad_promedio,tarija,32
2021-08-17,recuperados_acumulados,beni,19320
2021-08-17,recuperados_acumulados,chuquisaca,23320
2021-08-17,recuperados_acumulados,cochabamba,68899
2021-08-17,recuperados_acumulados,la paz,79628
2021-08-17,recuperados_acumulados,oruro,22001
2021-08-17,recuperados_acumulados,pando,4442
2021-08-17,recuperados_acumulados,potosi,20588
2021-08-17,recuperados_acumulados,santa cruz,156408
2021-08-17,recuperados_acumulados,tarija,28798
2021-08-18,casos_activos,beni,142
2021-08-18,casos_activos,chuquisaca,6998
2021-08-18,casos_activos,cochabamba,1206
2021-08-18,casos_activos,la paz,16814
2021-08-18,casos_activos,oruro,472
2021-08-18,casos_activos,pando,2033
2021-08-18,casos_activos,potosi,1576
2021-08-18,casos_activos,santa cruz,5135
2021-08-18,casos_activos,tarija,7666
2021-08-18,casos_acumulados,beni,20364
2021-08-18,casos_acumulados,chuquisaca,31827
2021-08-18,casos_acumulados,cochabamba,72993
2021-08-18,casos_acumulados,la paz,99232
2021-08-18,casos_acumulados,oruro,23777
2021-08-18,casos_acumulados,pando,6797
2021-08-18,casos_acumulados,potosi,23002
2021-08-18,casos_acumulados,santa cruz,168947
2021-08-18,casos_acumulados,tarija,37507
2021-08-18,casos_nuevos,beni,10
2021-08-18,casos_nuevos,chuquisaca,65
2021-08-18,casos_nuevos,cochabamba,122
2021-08-18,casos_nuevos,la paz,135
2021-08-18,casos_nuevos,oruro,13
2021-08-18,casos_nuevos,pando,2
2021-08-18,casos_nuevos,potosi,50
2021-08-18,casos_nuevos,santa cruz,221
2021-08-18,casos_nuevos,tarija,97
2021-08-18,decesos_acumulados,beni,890
2021-08-18,decesos_acumulados,chuquisaca,1343
2021-08-18,decesos_acumulados,cochabamba,2740
2021-08-18,decesos_acumulados,la paz,2579
2021-08-18,decesos_acumulados,oruro,1297
2021-08-18,decesos_acumulados,pando,322
2021-08-18,decesos_acumulados,potosi,804
2021-08-18,decesos_acumulados,santa cruz,7296
2021-08-18,decesos_acumulados,tarija,965
2021-08-18,decesos_nuevos,beni,0
2021-08-18,decesos_nuevos,chuquisaca,1
2021-08-18,decesos_nuevos,cochabamba,2
2021-08-18,decesos_nuevos,la paz,5
2021-08-18,decesos_nuevos,oruro,0
2021-08-18,decesos_nuevos,pando,0
2021-08-18,decesos_nuevos,potosi,1
2021-08-18,decesos_nuevos,santa cruz,2
2021-08-18,decesos_nuevos,tarija,3
2021-08-18,indice_de_positividad,beni,28
2021-08-18,indice_de_positividad,chuquisaca,28
2021-08-18,indice_de_positividad,cochabamba,18
2021-08-18,indice_de_positividad,la paz,61
2021-08-18,indice_de_positividad,oruro,28
2021-08-18,indice_de_positividad,pando,26
2021-08-18,indice_de_positividad,potosi,28
2021-08-18,indice_de_positividad,santa cruz,20
2021-08-18,indice_de_positividad,tarija,31
2021-08-18,indice_de_positividad_promedio,beni,30
2021-08-18,indice_de_positividad_promedio,chuquisaca,24
2021-08-18,indice_de_positividad_promedio,cochabamba,20
2021-08-18,indice_de_positividad_promedio,la paz,20
2021-08-18,indice_de_positividad_promedio,oruro,28
2021-08-18,indice_de_positividad_promedio,pando,27
2021-08-18,indice_de_positividad_promedio,potosi,28
2021-08-18,indice_de_positividad_promedio,santa cruz,26
2021-08-18,indice_de_positividad_promedio,tarija,32
2021-08-18,recuperados_acumulados,beni,19332
2021-08-18,recuperados_acumulados,chuquisaca,23486
2021-08-18,recuperados_acumulados,cochabamba,69047
2021-08-18,recuperados_acumulados,la paz,79839
2021-08-18,recuperados_acumulados,oruro,22008
2021-08-18,recuperados_acumulados,pando,4442
2021-08-18,recuperados_acumulados,potosi,20622
2021-08-18,recuperados_acumulados,santa cruz,156516
2021-08-18,recuperados_acumulados,tarija,28876
2021-08-19,casos_activos,beni,141
2021-08-19,casos_activos,chuquisaca,6965
2021-08-19,casos_activos,cochabamba,1082
2021-08-19,casos_activos,la paz,16763
2021-08-19,casos_activos,oruro,478
2021-08-19,casos_activos,pando,2030
2021-08-19,casos_activos,potosi,1451
2021-08-19,casos_activos,santa cruz,5137
2021-08-19,casos_activos,tarija,7709
2021-08-19,casos_acumulados,beni,20378
2021-08-19,casos_acumulados,chuquisaca,31896
2021-08-19,casos_acumulados,cochabamba,73089
2021-08-19,casos_acumulados,la paz,99400
2021-08-19,casos_acumulados,oruro,23800
2021-08-19,casos_acumulados,pando,6799
2021-08-19,casos_acumulados,potosi,23034
2021-08-19,casos_acumulados,santa cruz,169193
2021-08-19,casos_acumulados,tarija,37595
2021-08-19,casos_nuevos,beni,14
2021-08-19,casos_nuevos,chuquisaca,69
2021-08-19,casos_nuevos,cochabamba,96
2021-08-19,casos_nuevos,la paz,168
2021-08-19,casos_nuevos,oruro,23
2021-08-19,casos_nuevos,pando,2
2021-08-19,casos_nuevos,potosi,32
2021-08-19,casos_nuevos,santa cruz,246
2021-08-19,casos_nuevos,tarija,88
2021-08-19,decesos_acumulados,beni,890
2021-08-19,decesos_acumulados,chuquisaca,1343
2021-08-19,decesos_acumulados,cochabamba,2742
2021-08-19,decesos_acumulados,la paz,2583
2021-08-19,decesos_acumulados,oruro,1301
2021-08-19,decesos_acumulados,pando,323
2021-08-19,decesos_acumulados,potosi,807
2021-08-19,decesos_acumulados,santa cruz,7300
2021-08-19,decesos_acumulados,tarija,967
2021-08-19,decesos_nuevos,beni,0
2021-08-19,decesos_nuevos,chuquisaca,0
2021-08-19,decesos_nuevos,cochabamba,2
2021-08-19,decesos_nuevos,la paz,4
2021-08-19,decesos_nuevos,oruro,4
2021-08-19,decesos_nuevos,pando,1
2021-08-19,decesos_nuevos,potosi,3
2021-08-19,decesos_nuevos,santa cruz,4
2021-08-19,decesos_nuevos,tarija,2
2021-08-19,indice_de_positividad,beni,28
2021-08-19,indice_de_positividad,chuquisaca,28
2021-08-19,indice_de_positividad,cochabamba,18
2021-08-19,indice_de_positividad,la paz,61
2021-08-19,indice_de_positividad,oruro,27
2021-08-19,indice_de_positividad,pando,26
2021-08-19,indice_de_positividad,potosi,28
2021-08-19,indice_de_positividad,santa cruz,19
2021-08-19,indice_de_positividad,tarija,31
2021-08-19,indice_de_positividad_promedio,beni,30
2021-08-19,indice_de_positividad_promedio,chuquisaca,24
2021-08-19,indice_de_positividad_promedio,cochabamba,20
2021-08-19,indice_de_positividad_promedio,la paz,20
2021-08-19,indice_de_positividad_promedio,oruro,28
2021-08-19,indice_de_positividad_promedio,pando,27
2021-08-19,indice_de_positividad_promedio,potosi,28
2021-08-19,indice_de_positividad_promedio,santa cruz,26
2021-08-19,indice_de_positividad_promedio,tarija,32
2021-08-19,recuperados_acumulados,beni,19347
2021-08-19,recuperados_acumulados,chuquisaca,23588
2021-08-19,recuperados_acumulados,cochabamba,69265
2021-08-19,recuperados_acumulados,la paz,80054
2021-08-19,recuperados_acumulados,oruro,22021
2021-08-19,recuperados_acumulados,pando,4446
2021-08-19,recuperados_acumulados,potosi,20776
2021-08-19,recuperados_acumulados,santa cruz,156756
2021-08-19,recuperados_acumulados,tarija,28919
2021-08-20,casos_activos,beni,127
2021-08-20,casos_activos,chuquisaca,6850
2021-08-20,casos_activos,cochabamba,1016
2021-08-20,casos_activos,la paz,16643
2021-08-20,casos_activos,oruro,499
2021-08-20,casos_activos,pando,2034
2021-08-20,casos_activos,potosi,1474
2021-08-20,casos_activos,santa cruz,5109
2021-08-20,casos_activos,tarija,7750
2021-08-20,casos_acumulados,beni,20385
2021-08-20,casos_acumulados,chuquisaca,31953
2021-08-20,casos_acumulados,cochabamba,73196
2021-08-20,casos_acumulados,la paz,99543
2021-08-20,casos_acumulados,oruro,23832
2021-08-20,casos_acumulados,pando,6803
2021-08-20,casos_acumulados,potosi,23063
2021-08-20,casos_acumulados,santa cruz,169465
2021-08-20,casos_acumulados,tarija,37686
2021-08-20,casos_nuevos,beni,7
2021-08-20,casos_nuevos,chuquisaca,57
2021-08-20,casos_nuevos,cochabamba,107
2021-08-20,casos_nuevos,la paz,143
2021-08-20,casos_nuevos,oruro,32
2021-08-20,casos_nuevos,pando,4
2021-08-20,casos_nuevos,potosi,29
2021-08-20,casos_nuevos,santa cruz,272
2021-08-20,casos_nuevos,tarija,91
2021-08-20,decesos_acumulados,beni,890
2021-08-20,decesos_acumulados,chuquisaca,1345
2021-08-20,decesos_acumulados,cochabamba,2744
2021-08-20,decesos_acumulados,la paz,2588
2021-08-20,decesos_acumulados,oruro,1303
2021-08-20,decesos_acumulados,pando,323
2021-08-20,decesos_acumulados,potosi,807
2021-08-20,decesos_acumulados,santa cruz,7301
2021-08-20,decesos_acumulados,tarija,968
2021-08-20,decesos_nuevos,beni,0
2021-08-20,decesos_nuevos,chuquisaca,2
2021-08-20,decesos_nuevos,cochabamba,2
2021-08-20,decesos_nuevos,la paz,5
2021-08-20,decesos_nuevos,oruro,2
2021-08-20,decesos_nuevos,pando,0
2021-08-20,decesos_nuevos,potosi,0
2021-08-20,decesos_nuevos,santa cruz,1
2021-08-20,decesos_nuevos,tarija,1
2021-08-20,indice_de_positividad,beni,28
2021-08-20,indice_de_positividad,chuquisaca,27
2021-08-20,indice_de_positividad,cochabamba,18
2021-08-20,indice_de_positividad,la paz,61
2021-08-20,indice_de_positividad,oruro,27
2021-08-20,indice_de_positividad,pando,26
2021-08-20,indice_de_positividad,potosi,28
2021-08-20,indice_de_positividad,santa cruz,19
2021-08-20,indice_de_positividad,tarija,31
2021-08-20,indice_de_positividad_promedio,beni,30
2021-08-20,indice_de_positividad_promedio,chuquisaca,24
2021-08-20,indice_de_positividad_promedio,cochabamba,20
2021-08-20,indice_de_positividad_promedio,la paz,20
2021-08-20,indice_de_positividad_promedio,oruro,28
2021-08-20,indice_de_positividad_promedio,pando,27
2021-08-20,indice_de_positividad_promedio,potosi,28
2021-08-20,indice_de_positividad_promedio,santa cruz,26
2021-08-20,indice_de_positividad_promedio,tarija,32
2021-08-20,recuperados_acumulados,beni,19368
2021-08-20,recuperados_acumulados,chuquisaca,23758
2021-08-20,recuperados_acumulados,cochabamba,69436
2021-08-20,recuperados_acumulados,la paz,80312
2021-08-20,recuperados_acumulados,oruro,22030
2021-08-20,recuperados_acumulados,pando,4446
2021-08-20,recuperados_acumulados,potosi,20782
2021-08-20,recuperados_acumulados,santa cruz,157055
2021-08-20,recuperados_acumulados,tarija,28968
2021-08-22,casos_activos,beni,122
2021-08-22,casos_activos,chuquisaca,6629
2021-08-22,casos_activos,cochabamba,955
2021-08-22,casos_activos,la paz,16320
2021-08-22,casos_activos,oruro,510
2021-08-22,casos_activos,pando,2035
2021-08-22,casos_activos,potosi,1518
2021-08-22,casos_activos,santa cruz,4828
2021-08-22,casos_activos,tarija,7793
2021-08-22,casos_acumulados,beni,20399
2021-08-22,casos_acumulados,chuquisaca,32014
2021-08-22,casos_acumulados,cochabamba,73256
2021-08-22,casos_acumulados,la paz,99746
2021-08-22,casos_acumulados,oruro,23865
2021-08-22,casos_acumulados,pando,6804
2021-08-22,casos_acumulados,potosi,23141
2021-08-22,casos_acumulados,santa cruz,169665
2021-08-22,casos_acumulados,tarija,37753
2021-08-22,casos_nuevos,beni,9
2021-08-22,casos_nuevos,chuquisaca,31
2021-08-22,casos_nuevos,cochabamba,34
2021-08-22,casos_nuevos,la paz,75
2021-08-22,casos_nuevos,oruro,14
2021-08-22,casos_nuevos,pando,1
2021-08-22,casos_nuevos,potosi,16
2021-08-22,casos_nuevos,santa cruz,62
2021-08-22,casos_nuevos,tarija,7
2021-08-22,decesos_acumulados,beni,890
2021-08-22,decesos_acumulados,chuquisaca,1347
2021-08-22,decesos_acumulados,cochabamba,2745
2021-08-22,decesos_acumulados,la paz,2595
2021-08-22,decesos_acumulados,oruro,1304
2021-08-22,decesos_acumulados,pando,323
2021-08-22,decesos_acumulados,potosi,810
2021-08-22,decesos_acumulados,santa cruz,7315
2021-08-22,decesos_acumulados,tarija,973
2021-08-22,decesos_nuevos,beni,0
2021-08-22,decesos_nuevos,chuquisaca,0
2021-08-22,decesos_nuevos,cochabamba,0
2021-08-22,decesos_nuevos,la paz,2
2021-08-22,decesos_nuevos,oruro,0
2021-08-22,decesos_nuevos,pando,0
2021-08-22,decesos_nuevos,potosi,3
2021-08-22,decesos_nuevos,santa cruz,1
2021-08-22,decesos_nuevos,tarija,0
2021-08-22,indice_de_positividad,beni,28
2021-08-22,indice_de_positividad,chuquisaca,27
2021-08-22,indice_de_positividad,cochabamba,18
2021-08-22,indice_de_positividad,la paz,61
2021-08-22,indice_de_positividad,oruro,27
2021-08-22,indice_de_positividad,pando,26
2021-08-22,indice_de_positividad,potosi,29
2021-08-22,indice_de_positividad,santa cruz,19
2021-08-22,indice_de_positividad,tarija,31
2021-08-22,indice_de_positividad_promedio,beni,30
2021-08-22,indice_de_positividad_promedio,chuquisaca,24
2021-08-22,indice_de_positividad_promedio,cochabamba,20
2021-08-22,indice_de_positividad_promedio,la paz,20
2021-08-22,indice_de_positividad_promedio,oruro,28
2021-08-22,indice_de_positividad_promedio,pando,27
2021-08-22,indice_de_positividad_promedio,potosi,29
2021-08-22,indice_de_positividad_promedio,santa cruz,26
2021-08-22,indice_de_positividad_promedio,tarija,32
2021-08-22,recuperados_acumulados,beni,19387
2021-08-22,recuperados_acumulados,chuquisaca,24038
2021-08-22,recuperados_acumulados,cochabamba,69556
2021-08-22,recuperados_acumulados,la paz,80831
2021-08-22,recuperados_acumulados,oruro,22051
2021-08-22,recuperados_acumulados,pando,4446
2021-08-22,recuperados_acumulados,potosi,20813
2021-08-22,recuperados_acumulados,santa cruz,157522
2021-08-22,recuperados_acumulados,tarija,28987
2021-08-23,casos_activos,beni,118
2021-08-23,casos_activos,chuquisaca,6565
2021-08-23,casos_activos,cochabamba,913
2021-08-23,casos_activos,la paz,16175
2021-08-23,casos_activos,oruro,508
2021-08-23,casos_activos,pando,2040
2021-08-23,casos_activos,potosi,1524
2021-08-23,casos_activos,santa cruz,4739
2021-08-23,casos_activos,tarija,7802
2021-08-23,casos_acumulados,beni,20401
2021-08-23,casos_acumulados,chuquisaca,32059
2021-08-23,casos_acumulados,cochabamba,73350
2021-08-23,casos_acumulados,la paz,99784
2021-08-23,casos_acumulados,oruro,23865
2021-08-23,casos_acumulados,pando,6809
2021-08-23,casos_acumulados,potosi,23180
2021-08-23,casos_acumulados,santa cruz,169841
2021-08-23,casos_acumulados,tarija,37842
2021-08-23,casos_nuevos,beni,2
2021-08-23,casos_nuevos,chuquisaca,45
2021-08-23,casos_nuevos,cochabamba,94
2021-08-23,casos_nuevos,la paz,38
2021-08-23,casos_nuevos,oruro,0
2021-08-23,casos_nuevos,pando,5
2021-08-23,casos_nuevos,potosi,39
2021-08-23,casos_nuevos,santa cruz,176
2021-08-23,casos_nuevos,tarija,89
2021-08-23,decesos_acumulados,beni,891
2021-08-23,decesos_acumulados,chuquisaca,1348
2021-08-23,decesos_acumulados,cochabamba,2745
2021-08-23,decesos_acumulados,la paz,2596
2021-08-23,decesos_acumulados,oruro,1305
2021-08-23,decesos_acumulados,pando,323
2021-08-23,decesos_acumulados,potosi,810
2021-08-23,decesos_acumulados,santa cruz,7316
2021-08-23,decesos_acumulados,tarija,979
2021-08-23,decesos_nuevos,beni,1
2021-08-23,decesos_nuevos,chuquisaca,1
2021-08-23,decesos_nuevos,cochabamba,0
2021-08-23,decesos_nuevos,la paz,1
2021-08-23,decesos_nuevos,oruro,1
2021-08-23,decesos_nuevos,pando,0
2021-08-23,decesos_nuevos,potosi,0
2021-08-23,decesos_nuevos,santa cruz,1
2021-08-23,decesos_nuevos,tarija,6
2021-08-23,indice_de_positividad,beni,28
2021-08-23,indice_de_positividad,chuquisaca,27
2021-08-23,indice_de_positividad,cochabamba,18
2021-08-23,indice_de_positividad,la paz,61
2021-08-23,indice_de_positividad,oruro,27
2021-08-23,indice_de_positividad,pando,26
2021-08-23,indice_de_positividad,potosi,29
2021-08-23,indice_de_positividad,santa cruz,19
2021-08-23,indice_de_positividad,tarija,31
2021-08-23,indice_de_positividad_promedio,beni,30
2021-08-23,indice_de_positividad_promedio,chuquisaca,24
2021-08-23,indice_de_positividad_promedio,cochabamba,20
2021-08-23,indice_de_positividad_promedio,la paz,20
2021-08-23,indice_de_positividad_promedio,oruro,28
2021-08-23,indice_de_positividad_promedio,pando,27
2021-08-23,indice_de_positividad_promedio,potosi,28
2021-08-23,indice_de_positividad_promedio,santa cruz,26
2021-08-23,indice_de_positividad_promedio,tarija,32
2021-08-23,recuperados_acumulados,beni,19392
2021-08-23,recuperados_acumulados,chuquisaca,24146
2021-08-23,recuperados_acumulados,cochabamba,69692
2021-08-23,recuperados_acumulados,la paz,81013
2021-08-23,recuperados_acumulados,oruro,22052
2021-08-23,recuperados_acumulados,pando,4446
2021-08-23,recuperados_acumulados,potosi,20846
2021-08-23,recuperados_acumulados,santa cruz,157786
2021-08-23,recuperados_acumulados,tarija,29061
2021-08-24,casos_activos,beni,114
2021-08-24,casos_activos,chuquisaca,6418
2021-08-24,casos_activos,cochabamba,876
2021-08-24,casos_activos,la paz,16057
2021-08-24,casos_activos,oruro,519
2021-08-24,casos_activos,pando,2042
2021-08-24,casos_activos,potosi,1546
2021-08-24,casos_activos,santa cruz,4848
2021-08-24,casos_activos,tarija,7832
2021-08-24,casos_acumulados,beni,20406
2021-08-24,casos_acumulados,chuquisaca,32104
2021-08-24,casos_acumulados,cochabamba,73464
2021-08-24,casos_acumulados,la paz,99848
2021-08-24,casos_acumulados,oruro,23881
2021-08-24,casos_acumulados,pando,6811
2021-08-24,casos_acumulados,potosi,23221
2021-08-24,casos_acumulados,santa cruz,170068
2021-08-24,casos_acumulados,tarija,37918
2021-08-24,casos_nuevos,beni,5
2021-08-24,casos_nuevos,chuquisaca,45
2021-08-24,casos_nuevos,cochabamba,114
2021-08-24,casos_nuevos,la paz,64
2021-08-24,casos_nuevos,oruro,16
2021-08-24,casos_nuevos,pando,2
2021-08-24,casos_nuevos,potosi,41
2021-08-24,casos_nuevos,santa cruz,227
2021-08-24,casos_nuevos,tarija,76
2021-08-24,decesos_acumulados,beni,891
2021-08-24,decesos_acumulados,chuquisaca,1351
2021-08-24,decesos_acumulados,cochabamba,2745
2021-08-24,decesos_acumulados,la paz,2599
2021-08-24,decesos_acumulados,oruro,1307
2021-08-24,decesos_acumulados,pando,323
2021-08-24,decesos_acumulados,potosi,810
2021-08-24,decesos_acumulados,santa cruz,7323
2021-08-24,decesos_acumulados,tarija,981
2021-08-24,decesos_nuevos,beni,0
2021-08-24,decesos_nuevos,chuquisaca,3
2021-08-24,decesos_nuevos,cochabamba,0
2021-08-24,decesos_nuevos,la paz,3
2021-08-24,decesos_nuevos,oruro,2
2021-08-24,decesos_nuevos,pando,0
2021-08-24,decesos_nuevos,potosi,0
2021-08-24,decesos_nuevos,santa cruz,7
2021-08-24,decesos_nuevos,tarija,2
2021-08-24,indice_de_positividad,beni,28
2021-08-24,indice_de_positividad,chuquisaca,27
2021-08-24,indice_de_positividad,cochabamba,18
2021-08-24,indice_de_positividad,la paz,61
2021-08-24,indice_de_positividad,oruro,27
2021-08-24,indice_de_positividad,pando,26
2021-08-24,indice_de_positividad,potosi,29
2021-08-24,indice_de_positividad,santa cruz,19
2021-08-24,indice_de_positividad,tarija,31
2021-08-24,indice_de_positividad_promedio,beni,30
2021-08-24,indice_de_positividad_promedio,chuquisaca,24
2021-08-24,indice_de_positividad_promedio,cochabamba,20
2021-08-24,indice_de_positividad_promedio,la paz,20
2021-08-24,indice_de_positividad_promedio,oruro,28
2021-08-24,indice_de_positividad_promedio,pando,27
2021-08-24,indice_de_positividad_promedio,potosi,28
2021-08-24,indice_de_positividad_promedio,santa cruz,26
2021-08-24,indice_de_positividad_promedio,tarija,32
2021-08-24,recuperados_acumulados,beni,19401
2021-08-24,recuperados_acumulados,chuquisaca,24335
2021-08-24,recuperados_acumulados,cochabamba,69843
2021-08-24,recuperados_acumulados,la paz,81192
2021-08-24,recuperados_acumulados,oruro,22055
2021-08-24,recuperados_acumulados,pando,4446
2021-08-24,recuperados_acumulados,potosi,20865
2021-08-24,recuperados_acumulados,santa cruz,157897
2021-08-24,recuperados_acumulados,tarija,29105
2021-08-25,casos_activos,beni,108
2021-08-25,casos_activos,chuquisaca,6349
2021-08-25,casos_activos,cochabamba,817
2021-08-25,casos_activos,la paz,15967
2021-08-25,casos_activos,oruro,536
2021-08-25,casos_activos,pando,2026
2021-08-25,casos_activos,potosi,1551
2021-08-25,casos_activos,santa cruz,4974
2021-08-25,casos_activos,tarija,7730
2021-08-25,casos_acumulados,beni,20415
2021-08-25,casos_acumulados,chuquisaca,32172
2021-08-25,casos_acumulados,cochabamba,73598
2021-08-25,casos_acumulados,la paz,99978
2021-08-25,casos_acumulados,oruro,23908
2021-08-25,casos_acumulados,pando,6814
2021-08-25,casos_acumulados,potosi,23259
2021-08-25,casos_acumulados,santa cruz,170270
2021-08-25,casos_acumulados,tarija,37989
2021-08-25,casos_nuevos,beni,9
2021-08-25,casos_nuevos,chuquisaca,68
2021-08-25,casos_nuevos,cochabamba,134
2021-08-25,casos_nuevos,la paz,130
2021-08-25,casos_nuevos,oruro,27
2021-08-25,casos_nuevos,pando,3
2021-08-25,casos_nuevos,potosi,38
2021-08-25,casos_nuevos,santa cruz,202
2021-08-25,casos_nuevos,tarija,71
2021-08-25,decesos_acumulados,beni,891
2021-08-25,decesos_acumulados,chuquisaca,1354
2021-08-25,decesos_acumulados,cochabamba,2747
2021-08-25,decesos_acumulados,la paz,2604
2021-08-25,decesos_acumulados,oruro,1307
2021-08-25,decesos_acumulados,pando,323
2021-08-25,decesos_acumulados,potosi,810
2021-08-25,decesos_acumulados,santa cruz,7330
2021-08-25,decesos_acumulados,tarija,984
2021-08-25,decesos_nuevos,beni,0
2021-08-25,decesos_nuevos,chuquisaca,3
2021-08-25,decesos_nuevos,cochabamba,2
2021-08-25,decesos_nuevos,la paz,5
2021-08-25,decesos_nuevos,oruro,0
2021-08-25,decesos_nuevos,pando,0
2021-08-25,decesos_nuevos,potosi,0
2021-08-25,decesos_nuevos,santa cruz,7
2021-08-25,decesos_nuevos,tarija,3
2021-08-25,indice_de_positividad,beni,28
2021-08-25,indice_de_positividad,chuquisaca,27
2021-08-25,indice_de_positividad,cochabamba,18
2021-08-25,indice_de_positividad,la paz,61
2021-08-25,indice_de_positividad,oruro,27
2021-08-25,indice_de_positividad,pando,26
2021-08-25,indice_de_positividad,potosi,29
2021-08-25,indice_de_positividad,santa cruz,19
2021-08-25,indice_de_positividad,tarija,31
2021-08-25,indice_de_positividad_promedio,beni,30
2021-08-25,indice_de_positividad_promedio,chuquisaca,24
2021-08-25,indice_de_positividad_promedio,cochabamba,20
2021-08-25,indice_de_positividad_promedio,la paz,20
2021-08-25,indice_de_positividad_promedio,oruro,28
2021-08-25,indice_de_positividad_promedio,pando,27
2021-08-25,indice_de_positividad_promedio,potosi,28
2021-08-25,indice_de_positividad_promedio,santa cruz,26
2021-08-25,indice_de_positividad_promedio,tarija,32
2021-08-25,recuperados_acumulados,beni,19416
2021-08-25,recuperados_acumulados,chuquisaca,24469
2021-08-25,recuperados_acumulados,cochabamba,70034
2021-08-25,recuperados_acumulados,la paz,81407
2021-08-25,recuperados_acumulados,oruro,22065
2021-08-25,recuperados_acumulados,pando,4465
2021-08-25,recuperados_acumulados,potosi,20898
2021-08-25,recuperados_acumulados,santa cruz,157966
2021-08-25,recuperados_acumulados,tarija,29275
2021-08-26,casos_activos,beni,102
2021-08-26,casos_activos,chuquisaca,6281
2021-08-26,casos_activos,cochabamba,781
2021-08-26,casos_activos,la paz,15847
2021-08-26,casos_activos,oruro,555
2021-08-26,casos_activos,pando,1994
2021-08-26,casos_activos,potosi,1563
2021-08-26,casos_activos,santa cruz,4897
2021-08-26,casos_activos,tarija,7540
2021-08-26,casos_acumulados,beni,20418
2021-08-26,casos_acumulados,chuquisaca,32214
2021-08-26,casos_acumulados,cochabamba,73671
2021-08-26,casos_acumulados,la paz,100123
2021-08-26,casos_acumulados,oruro,23933
2021-08-26,casos_acumulados,pando,6817
2021-08-26,casos_acumulados,potosi,23286
2021-08-26,casos_acumulados,santa cruz,170400
2021-08-26,casos_acumulados,tarija,38071
2021-08-26,casos_nuevos,beni,3
2021-08-26,casos_nuevos,chuquisaca,42
2021-08-26,casos_nuevos,cochabamba,73
2021-08-26,casos_nuevos,la paz,145
2021-08-26,casos_nuevos,oruro,25
2021-08-26,casos_nuevos,pando,3
2021-08-26,casos_nuevos,potosi,27
2021-08-26,casos_nuevos,santa cruz,130
2021-08-26,casos_nuevos,tarija,82
2021-08-26,decesos_acumulados,beni,891
2021-08-26,decesos_acumulados,chuquisaca,1356
2021-08-26,decesos_acumulados,cochabamba,2750
2021-08-26,decesos_acumulados,la paz,2610
2021-08-26,decesos_acumulados,oruro,1308
2021-08-26,decesos_acumulados,pando,323
2021-08-26,decesos_acumulados,potosi,811
2021-08-26,decesos_acumulados,santa cruz,7335
2021-08-26,decesos_acumulados,tarija,987
2021-08-26,decesos_nuevos,beni,0
2021-08-26,decesos_nuevos,chuquisaca,2
2021-08-26,decesos_nuevos,cochabamba,3
2021-08-26,decesos_nuevos,la paz,6
2021-08-26,decesos_nuevos,oruro,1
2021-08-26,decesos_nuevos,pando,0
2021-08-26,decesos_nuevos,potosi,1
2021-08-26,decesos_nuevos,santa cruz,5
2021-08-26,decesos_nuevos,tarija,3
2021-08-26,indice_de_positividad,beni,28
2021-08-26,indice_de_positividad,chuquisaca,27
2021-08-26,indice_de_positividad,cochabamba,18
2021-08-26,indice_de_positividad,la paz,61
2021-08-26,indice_de_positividad,oruro,27
2021-08-26,indice_de_positividad,pando,26
2021-08-26,indice_de_positividad,potosi,29
2021-08-26,indice_de_positividad,santa cruz,19
2021-08-26,indice_de_positividad,tarija,31
2021-08-26,indice_de_positividad_promedio,beni,30
2021-08-26,indice_de_positividad_promedio,chuquisaca,24
2021-08-26,indice_de_positividad_promedio,cochabamba,20
2021-08-26,indice_de_positividad_promedio,la paz,20
2021-08-26,indice_de_positividad_promedio,oruro,28
2021-08-26,indice_de_positividad_promedio,pando,27
2021-08-26,indice_de_positividad_promedio,potosi,28
2021-08-26,indice_de_positividad_promedio,santa cruz,26
2021-08-26,indice_de_positividad_promedio,tarija,32
2021-08-26,recuperados_acumulados,beni,19425
2021-08-26,recuperados_acumulados,chuquisaca,24577
2021-08-26,recuperados_acumulados,cochabamba,70140
2021-08-26,recuperados_acumulados,la paz,81666
2021-08-26,recuperados_acumulados,oruro,22070
2021-08-26,recuperados_acumulados,pando,4500
2021-08-26,recuperados_acumulados,potosi,20912
2021-08-26,recuperados_acumulados,santa cruz,158168
2021-08-26,recuperados_acumulados,tarija,29544
2021-08-27,casos_activos,beni,91
2021-08-27,casos_activos,chuquisaca,6216
2021-08-27,casos_activos,cochabamba,816
2021-08-27,casos_activos,la paz,15751
2021-08-27,casos_activos,oruro,567
2021-08-27,casos_activos,pando,1993
2021-08-27,casos_activos,potosi,1575
2021-08-27,casos_activos,santa cruz,4811
