,2020-03-08,2020-03-15,2020-03-22,2020-03-29,2020-04-05,2020-04-12,2020-04-19,2020-04-26,2020-05-03,2020-05-10,2020-05-17,2020-05-24,2020-05-31,2020-06-07,2020-06-14,2020-06-21,2020-06-28,2020-07-05,2020-07-12,2020-07-19,2020-07-26,2020-08-02,2020-08-09,2020-08-16,2020-08-23,2020-08-30,2020-09-06,2020-09-13,2020-09-20,2020-09-27,2020-10-04,2020-10-11,2020-10-18,2020-10-25,2020-11-01,2020-11-08,2020-11-15,2020-11-22,2020-11-29,2020-12-06,2020-12-13,2020-12-20,2020-12-27,2021-01-03,2021-01-10,2021-01-17,2021-01-24,2021-01-31,2021-02-07,2021-02-14,2021-02-21,2021-02-28,2021-03-07,2021-03-14,2021-03-21,2021-03-28,2021-04-04,2021-04-11,2021-04-18,2021-04-25,2021-05-02,2021-05-09,2021-05-16,2021-05-23,2021-05-30,2021-06-06,2021-06-13,2021-06-20,2021-06-27,2021-07-04,2021-07-11,2021-07-18,2021-07-25,2021-08-01,2021-08-08,2021-08-15,2021-08-22,2021-08-29,2021-09-05,2021-09-12,2021-09-19,2021-09-26,2021-10-03,2021-10-10,2021-10-17,2021-10-24,2021-10-31,2021-11-07,2021-11-14,2021-11-21,2021-11-28
10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,42.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.5,10.0,0.0,35.25,0.0,0.0,39.75,0.0,0.0,0.0,38.75,50.25,0.0,0.0,25.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.25,0.0,0.0,0.0,0.0,0.0,12.0,0.0,0.0,24.75,0.0,25.0,0.0,0.0,0.0,24.25,75.0,0.0,0.0,0.0,0.0,0.0,0.0,40.5,0.0,0.0,0.0,13.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,,0.0,0.0,20.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.5,0.0,0.0,0.0,0.0,0.0,11.0,0.0,12.5,22.25,0.0,0.0,0.0,0.0,0.0,10.75,0.0,0.0,23.5,0.0,25.0,0.0,0.0,0.0,36.5,75.0,0.0,0.0,0.0,0.0,0.0,0.0,37.5,0.0,0.0,0.0,25.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13,,0.0,10.5,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.25,0.0,13.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.0,0.0,0.0,0.0,0.0,75.0,44.25,27.25,0.0,13.25,15.5,28.0,0.0,13.5,13.75,0.0,32.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,9.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.25,0.0,23.75,0.0,10.5,10.25,35.5,22.25,25.0,40.25,0.0,0.0,13.5,26.5,49.25,0.0,12.0,24.75,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15,,,9.0,7.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36.75,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.5,19.75,0.0,0.0,0.0,83.25,9.5,59.75,0.0,14.75,0.0,14.5,0.0,41.5,35.0,0.0,33.5,65.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16,,,0.0,6.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,19.25,0.0,0.0,0.0,0.0,0.0,11.25,0.0,0.0,39.0,0.0,0.0,0.0,0.0,0.0,18.75,98.5,0.0,0.0,0.0,0.0,0.0,0.0,25.0,0.0,0.0,0.0,8.75,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17,,,0.0,30.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.75,0.0,0.0,0.0,0.0,0.0,12.25,0.0,12.75,33.0,0.0,0.0,0.0,0.0,0.0,10.75,0.0,0.0,0.0,0.0,24.5,0.0,0.0,0.0,25.0,36.5,0.0,0.0,0.0,0.0,0.0,0.0,75.0,0.0,0.0,0.0,12.5,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18,,,11.75,10.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.25,36.25,0.0,0.0,0.0,74.75,41.5,66.25,0.0,36.5,13.0,22.25,0.0,30.75,23.5,0.0,21.5,71.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,22.0,47.0,0.0,0.0,27.75,0.0,0.0,0.0,52.5,11.75,0.0,13.25,23.75,0.0,64.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20,,,,0.0,0.0,0.0,0.0,5.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,39.5,6.5,21.75,0.0,0.0,22.25,0.0,0.0,0.0,54.75,30.0,0.0,22.25,0.0,0.0,95.0,21.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21,,,,9.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.5,0.0,36.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.5,11.75,0.0,0.0,0.0,46.0,39.75,55.0,0.0,40.75,0.0,12.75,0.0,49.75,12.25,0.0,25.25,68.75,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22,,,,10.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.75,0.0,0.0,0.0,0.0,0.0,22.5,0.0,11.75,19.5,0.0,0.0,0.0,0.0,0.0,11.0,0.0,0.0,22.75,0.0,0.0,0.0,0.0,0.0,30.5,60.5,0.0,0.0,0.0,0.0,0.0,0.0,72.5,0.0,0.0,0.0,0.0,22.25,54.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23,,,,8.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.5,0.0,0.0,0.0,0.0,0.0,40.0,0.0,0.0,14.75,0.0,0.0,0.0,0.0,0.0,23.5,0.0,0.0,26.0,0.0,0.0,0.0,0.0,0.0,21.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,44.75,0.0,0.0,0.0,32.0,13.75,84.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24,,,,0.0,0.0,0.0,0.0,36.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,10.25,0.0,0.0,25.0,0.0,0.0,0.0,47.25,37.5,0.0,32.75,12.5,0.0,74.5,30.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25,,,,14.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.5,19.5,0.0,0.0,0.0,27.25,25.0,39.25,0.0,34.0,0.0,23.75,0.0,36.25,13.5,0.0,10.75,89.25,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,8.0,0.0,0.0,0.0,0.0,0.0,23.5,0.0,0.0,23.75,0.0,36.75,0.0,0.0,8.25,8.5,33.5,0.0,10.0,0.0,0.0,0.0,0.0,44.25,0.0,0.0,0.0,0.0,38.5,75.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27,,,,0.0,0.0,0.0,0.0,11.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,39.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.5,9.75,22.0,0.0,0.0,86.25,0.0,0.0,0.0,9.75,31.5,0.0,11.75,10.25,0.0,90.0,26.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28,,,,21.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,11.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.0,0.0,0.0,0.0,0.0,0.0,75.0,62.75,0.0,0.0,0.0,0.0,0.0,0.0,55.5,0.0,0.0,0.0,27.25,38.25,63.25,57.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.5,11.0,0.0,0.0,0.0,0.0,0.0,12.0,0.0,0.0,12.25,0.0,14.25,0.0,0.0,0.0,52.0,67.0,0.0,0.0,0.0,0.0,0.0,0.0,53.0,0.0,0.0,0.0,0.0,11.5,58.5,37.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30,,,,,0.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.25,4.25,14.0,0.0,0.0,58.75,0.0,0.0,0.0,27.5,0.0,0.0,28.25,0.0,0.0,73.75,48.5,25.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31,,,,,0.0,0.0,0.0,46.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.0,33.25,45.5,0.0,0.0,35.25,0.0,0.0,0.0,60.25,0.0,0.0,40.0,0.0,0.0,70.75,65.25,66.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,20.75,0.0,0.0,0.0,0.0,0.0,14.25,0.0,0.0,14.5,0.0,14.5,0.0,0.0,0.0,24.5,47.0,0.0,0.0,0.0,0.0,0.0,0.0,26.25,0.0,0.0,0.0,8.0,23.5,21.25,73.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.75,0.0,41.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,42.5,0.0,0.0,0.0,0.0,33.5,23.25,65.5,0.0,52.5,0.0,7.5,0.0,58.25,30.5,0.0,27.25,92.5,0.0,30.25,42.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
34,,,,,,0.0,0.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.5,0.0,0.0,0.0,0.0,67.0,0.0,0.0,0.0,36.75,9.5,0.0,13.0,16.75,0.0,49.25,44.25,25.0,22.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.25,0.0,0.0,0.0,0.0,0.0,11.5,0.0,11.75,21.25,0.0,0.0,0.0,0.0,0.0,21.25,0.0,0.0,22.75,0.0,22.75,0.0,0.0,0.0,32.75,46.5,0.0,0.0,0.0,0.0,0.0,0.0,50.25,0.0,0.0,0.0,11.75,11.25,39.0,40.25,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
36,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.75,0.0,8.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.75,14.0,0.0,0.0,0.0,37.5,9.5,29.25,0.0,25.0,10.0,22.25,0.0,18.0,0.0,0.0,8.75,81.0,0.0,26.75,8.5,37.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
37,,,,,,0.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.25,13.0,60.0,0.0,0.0,44.25,0.0,0.0,0.0,66.5,53.25,0.0,10.5,14.25,0.0,67.25,56.5,54.25,27.5,11.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
38,,,,,,,0.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,13.0,46.5,0.0,0.0,26.75,0.0,0.0,0.0,65.25,51.5,0.0,25.75,28.5,0.0,78.25,78.5,40.25,12.25,11.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
39,,,,,,,0.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.5,12.5,46.0,0.0,0.0,26.75,0.0,0.0,0.0,66.25,50.5,0.0,26.5,28.0,0.0,76.0,77.5,40.0,11.75,11.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
40,,,,,,,0.0,17.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,0.0,0.0,0.0,0.0,0.0,11.75,0.0,28.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.25,0.0,0.0,0.0,8.25,11.0,22.75,39.5,0.0,13.5,0.0,0.0,0.0,25.0,13.75,0.0,21.75,12.25,13.5,47.25,46.25,25.0,15.25,20.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
41,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.5,0.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32.25,0.0,0.0,0.0,31.5,51.75,50.75,0.0,26.25,24.75,0.0,0.0,33.75,12.0,0.0,0.0,53.75,0.0,44.25,45.75,45.5,30.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
42,,,,,,,,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.5,0.0,8.5,0.0,0.0,7.75,0.0,0.0,0.0,25.75,11.25,0.0,0.0,9.5,0.0,94.0,56.0,5.75,20.75,7.5,8.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
43,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.25,0.0,0.0,0.0,0.0,0.0,12.5,0.0,84.75,66.25,0.0,0.0,0.0,0.0,0.0,20.5,0.0,0.0,13.5,0.0,45.25,0.0,0.0,0.0,0.0,71.25,0.0,0.0,0.0,0.0,0.0,0.0,50.0,0.0,0.0,0.0,39.25,0.0,51.0,52.75,14.5,12.5,69.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
44,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.25,0.0,10.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.75,26.0,0.0,0.0,0.0,35.0,25.0,55.25,0.0,27.75,43.75,0.0,0.0,51.0,10.5,0.0,24.0,69.0,0.0,49.25,13.75,39.75,20.5,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
45,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.5,0.0,0.0,0.0,0.0,0.0,9.25,0.0,0.0,23.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.5,0.0,0.0,0.0,8.0,71.75,0.0,0.0,0.0,0.0,0.0,0.0,18.5,0.0,0.0,0.0,10.75,11.0,46.25,41.75,52.0,0.0,23.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
46,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.75,0.0,0.0,0.0,0.0,0.0,37.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.0,0.0,0.0,11.75,0.0,10.0,0.0,0.0,0.0,48.5,40.75,0.0,0.0,0.0,0.0,0.0,0.0,38.5,0.0,0.0,0.0,15.5,22.75,72.75,71.5,78.0,32.0,9.25,72.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
47,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.75,37.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.5,0.0,27.5,0.0,0.0,0.0,75.0,39.0,0.0,0.0,0.0,0.0,0.0,0.0,54.5,0.0,0.0,0.0,12.75,23.25,51.0,12.5,41.25,20.5,13.25,47.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
48,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.75,0.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,24.25,0.0,0.0,0.0,61.5,30.25,31.25,0.0,40.75,30.5,0.0,0.0,41.5,0.0,0.0,25.75,47.0,0.0,60.0,13.0,31.5,23.75,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
49,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.5,0.0,0.0,0.0,0.0,0.0,22.25,0.0,23.75,42.5,0.0,0.0,0.0,0.0,0.0,22.25,0.0,0.0,0.0,0.0,15.0,0.0,0.0,0.0,14.75,47.5,0.0,0.0,0.0,0.0,0.0,0.0,63.25,0.0,0.0,0.0,16.25,11.75,52.5,74.25,53.75,31.0,57.0,52.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.5,0.0,0.0,0.0,0.0,0.0,12.0,0.0,0.0,35.5,0.0,0.0,0.0,0.0,0.0,10.75,0.0,0.0,15.0,0.0,23.5,0.0,0.0,0.0,23.0,48.5,0.0,0.0,0.0,0.0,0.0,0.0,49.5,0.0,0.0,0.0,41.5,13.75,19.75,46.5,75.0,12.5,21.25,33.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
