,2020-03-08,2020-03-15,2020-03-22,2020-03-29,2020-04-05,2020-04-12,2020-04-19,2020-04-26,2020-05-03,2020-05-10,2020-05-17,2020-05-24,2020-05-31,2020-06-07,2020-06-14,2020-06-21,2020-06-28,2020-07-05,2020-07-12,2020-07-19,2020-07-26,2020-08-02,2020-08-09,2020-08-16,2020-08-23,2020-08-30,2020-09-06,2020-09-13,2020-09-20,2020-09-27,2020-10-04,2020-10-11,2020-10-18,2020-10-25,2020-11-01,2020-11-08,2020-11-15,2020-11-22,2020-11-29,2020-12-06,2020-12-13,2020-12-20,2020-12-27,2021-01-03,2021-01-10,2021-01-17,2021-01-24,2021-01-31,2021-02-07,2021-02-14,2021-02-21,2021-02-28,2021-03-07,2021-03-14,2021-03-21,2021-03-28,2021-04-04,2021-04-11,2021-04-18,2021-04-25,2021-05-02,2021-05-09,2021-05-16,2021-05-23,2021-05-30,2021-06-06,2021-06-13,2021-06-20,2021-06-27,2021-07-04,2021-07-11,2021-07-18,2021-07-25,2021-08-01,2021-08-08,2021-08-15,2021-08-22,2021-08-29,2021-09-05,2021-09-12,2021-09-19,2021-09-26,2021-10-03
116,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.25,14.0,0.0,15.75,20.0,19.25,40.0,38.75,37.0,16.0,32.5,0.0,0.0,27.0,41.0,0.0,21.75,7.25,42.75,56.75,78.5,0.0,9.0,0.0,0.0,0.0,0.0,14.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,
117,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,13.5,0.0,0.0,0.0,0.0,0.0,0.0,13.5,0.0,0.0,0.0,0.0,0.0,48.75,0.0,24.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.75,71.25,0.0,56.0,23.25,26.25,0.0,0.0,0.0,26.5,0.0,12.0,13.5,25.0,63.25,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,
118,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.25,0.0,0.0,0.0,19.5,0.0,33.75,50.0,24.75,22.0,55.0,47.0,42.25,22.75,0.0,0.0,14.25,0.0,36.0,18.5,47.25,0.0,38.0,64.0,0.0,20.0,0.0,20.75,0.0,0.0,51.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,
119,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.25,3.25,0.0,34.0,18.25,0.0,2.75,13.75,18.25,13.5,2.5,0.0,0.0,39.25,0.0,36.0,38.75,11.5,39.25,33.25,12.0,0.0,0.0,0.0,3.5,0.0,0.0,33.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,
120,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.25,3.0,0.0,34.0,18.0,0.0,2.75,13.5,18.25,13.75,2.5,0.0,0.0,39.25,0.0,36.0,38.75,11.25,39.25,33.0,12.0,0.0,0.0,0.0,3.25,0.0,0.0,33.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,
121,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,25.0,0.0,0.0,0.0,0.0,0.0,30.5,17.25,0.0,0.0,0.0,0.0,0.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.5,0.0,14.25,71.5,0.0,90.5,38.5,27.75,0.0,0.0,17.0,25.5,0.0,32.5,24.5,21.75,38.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,
122,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.25,0.0,0.0,0.0,0.0,34.25,0.0,0.0,0.0,51.5,24.25,0.0,22.75,0.0,0.0,0.0,0.0,0.0,0.0,24.0,0.0,38.25,34.75,29.75,0.0,62.75,39.25,40.25,0.0,0.0,32.75,19.0,0.0,10.75,22.25,25.0,0.0,0.0,0.0,20.5,18.5,0.0,0.0,,,,,,,,,
123,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,7.5,0.0,0.0,0.0,0.0,0.0,12.75,12.5,0.0,0.0,0.0,0.0,0.0,10.0,0.0,25.5,0.0,32.0,0.0,0.0,0.0,0.0,53.0,0.0,25.0,25.0,0.0,69.25,29.25,36.75,0.0,0.0,0.0,13.5,0.0,24.5,12.75,25.75,40.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,
124,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,46.25,0.0,0.0,9.25,0.0,30.0,0.0,0.0,0.0,28.5,24.75,0.0,34.0,0.0,11.25,0.0,0.0,0.0,0.0,25.0,0.0,81.75,16.0,21.0,10.75,46.75,8.5,22.0,0.0,9.0,0.0,21.25,0.0,22.25,0.0,48.75,0.0,0.0,0.0,8.25,9.5,0.0,0.0,,,,,,,,,
125,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,47.0,0.0,0.0,0.0,10.5,0.0,24.5,55.5,44.0,35.0,12.0,50.75,38.25,10.75,0.0,0.0,73.0,0.0,0.0,20.5,8.75,28.0,62.5,41.75,0.0,24.5,0.0,0.0,0.0,0.0,20.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37.25,,,,,,,,
